MATRICULA                     NOMBRES                  APPAT           APMAT         FECHA NAC     EDAD      SEXO           ORIGEN                    CURP

300164    |  CARLOS     |  FERNANDO   |             | RAMIREZ     |  NAVARRO     |  30-12-1996  |  27    |  H      |  TLAXCALA              |  RANC961230HTLMVR01  |
300724    |  SOFIA      |  CLARA      |             | MEDINA      |  CALDERON    |  19-01-1962  |  61    |  M      |  JALISCO               |  MECS620119MJADLF04  |
300919    |  LUISA      |  LINDA      |             | RIOS        |  SOTO        |  06-09-1962  |  61    |  M      |  DURANGO               |  RISL620906MDUSTS04  |
300926    |  LAURA      |  NATALIA    |             | BLANCO      |  MEDINA      |  23-02-1958  |  65    |  M      |  OAXACA                |  BAML580223MOALDR04  |
300934    |  ANTONIO    |  SERGIO     |             | MORA        |  SILVA       |  13-05-1971  |  52    |  H      |  COAHUILA              |  MOSA710513HCORLN04  |
300956    |  PATRICIA   |  ADRIANA    |             | RIOS        |  TORRES      |  02-11-2003  |  20    |  M      |  COAHUILA              |  RITP031102MCOSRTA2  |
300966    |  ANTONIO    |  SERGIO     |             | RIVAS       |  MIRANDA     |  27-07-1967  |  56    |  H      |  ZACATECAS             |  RIMA670727HZAVRN05  |
301027    |  SOFIA      |  CLARA      |             | HERRERA     |  ROSALES     |  21-08-1982  |  41    |  M      |  HIDALGO               |  HERS820821MHIRSF02  |
301463    |  ROSA       |  ALICIA     |             | NAVARRO     |  MEDINA      |  18-01-1964  |  59    |  M      |  SAN LUIS POTOSI       |  NAMR640118MSAVDS04  |
301478    |  ELENA      |  GLORIA     |             | MORALES     |  RIOS        |  30-01-2015  |  8     |  M      |  HIDALGO               |  MORE150130MHIRSLA4  |
301538    |  ISABEL     |  LOURDES    |             | TORRES      |  CORDERO     |  24-01-1978  |  45    |  M      |  EXTRANJERO            |  TOCI780124MEXRRS02  |
301582    |  MIGUEL     |  ALEJANDRO  |             | ROMERO      |  MEDINA      |  13-04-2021  |  2     |  H      |  DURANGO               |  ROMM210413HDUMDGA3  |
301596    |  CARLOS     |  FERNANDO   |             | PANTOJA     |  RIOS        |  24-02-1968  |  55    |  H      |  SONORA                |  PARC680224HSONSR04  |
301599    |  ISABEL     |  LOURDES    |             | ROSALES     |  SALINAS     |  28-09-1974  |  49    |  M      |  QUINTANA ROO          |  ROSI740928MQUSLS01  |
301690    |  CRISTINA   |  SILVIA     |             | MEDINA      |  MENDOZA     |  18-09-1986  |  37    |  M      |  YUCATAN               |  MEMC860918MYUDNR02  |
301718    |  SOFIA      |  CLARA      |             | MORALES     |  CALDERON    |  31-10-1995  |  28    |  M      |  CAMPECHE              |  MOCS951031MCARLF03  |
301788    |  ANA        |  RAQUEL     |             | SANDEZ      |  PAREDES     |  25-12-2011  |  12    |  M      |  VERACRUZ              |  SAPA111225MVENRNA3  |
301798    |  JAVIER     |  HECTOR     |             | CASTRO      |  MEDINA      |  11-09-2022  |  1     |  H      |  VERACRUZ              |  CAMJ220911HVESDVA3  |
301904    |  FRANCISCO  |  JULIO      |             | CORDOVA     |  MEDINA      |  01-10-2000  |  23    |  H      |  TABASCO               |  COMF001001HTARDRA1  |
301908    |  CARMEN     |  BEATRIZ    |             | ROSALES     |  NAVARRO     |  06-09-1962  |  61    |  M      |  HIDALGO               |  RONC620906MHISVR05  |
301942    |  FRANCISCO  |  JULIO      |             | SOLANO      |  MORALES     |  16-06-2021  |  2     |  H      |  VERACRUZ              |  SOMF210616HVELRRA2  |
301954    |  PABLO      |  LUIS       |             | LOPEZ       |  GUERRA      |  09-01-1974  |  49    |  H      |  SINALOA               |  LOGP740109HSIPRB01  |
301990    |  ROSA       |  ALICIA     |             | MEZA        |  VARGAS      |  20-03-1987  |  36    |  M      |  TLAXCALA              |  MEVR870320MTLZRS03  |
302063    |  ANDRES     |  OSCAR      |             | MORALES     |  SANCHEZ     |  14-12-1979  |  44    |  H      |  HIDALGO               |  MOSA791214HHIRNN02  |
302331    |  ELENA      |  GLORIA     |             | PENA        |  AGUILAR     |  12-07-2011  |  12    |  M      |  CIUDAD DE MEXICO      |  PEAE110712MCINGLA3  |
302466    |  JAVIER     |  HECTOR     |             | MORA        |  RUIZ        |  18-07-1980  |  43    |  H      |  QUINTANA ROO          |  MORJ800718HQURZV01  |
302504    |  ANA        |  RAQUEL     |             | VALLE       |  MEDINA      |  26-12-1952  |  71    |  M      |  NAYARIT               |  VAMA521226MNALDN05  |
302593    |  MIGUEL     |  ALEJANDRO  |             | HERRERA     |  ROMERO      |  25-02-1958  |  65    |  H      |  SINALOA               |  HERM580225HSIRMG04  |
302608    |  TERESA     |  VALERIA    |             | PAREDES     |  MORALES     |  02-12-1982  |  41    |  M      |  COLIMA                |  PAMT821202MCORRR02  |
302724    |  ANDRES     |  OSCAR      |             | VARGAS      |  LOPEZ       |  29-12-1982  |  41    |  H      |  SINALOA               |  VALA821229HSIRPN05  |
302756    |  SOFIA      |  CLARA      |             | ORTEGA      |  AGUILAR     |  01-10-2006  |  17    |  M      |  PUEBLA                |  OEAS061001MPURGFA3  |
302812    |  ANDRES     |  OSCAR      |             | VALLE       |  JIMENEZ     |  20-06-2005  |  18    |  H      |  PUEBLA                |  VAJA050620HPULMNA1  |
302904    |  TERESA     |  VALERIA    |             | GALLEGOS    |  HERRERA     |  21-01-1950  |  73    |  M      |  JALISCO               |  GAHT500121MJALRR05  |
303047    |  JUAN       |  ALBERTO    |             | MORALES     |  MENDOZA     |  24-03-1971  |  52    |  H      |  MEXICO                |  MOMJ710324HMERNN01  |
303092    |  ROSA       |  ALICIA     |             | CORDERO     |  RIOS        |  02-10-1961  |  62    |  M      |  MEXICO                |  CORR611002MMERSS03  |
303102    |  ANTONIO    |  SERGIO     |             | PANTOJA     |  SALAZAR     |  20-09-1998  |  25    |  H      |  JALISCO               |  PASA980920HJANLN04  |
303111    |  DANIEL     |  EDUARDO    |             | MORA        |  CORDERO     |  05-05-1997  |  26    |  H      |  DURANGO               |  MOCD970505HDURRN03  |
303176    |  TERESA     |  VALERIA    |             | ESPINOZA    |  LEON        |  31-03-1951  |  72    |  M      |  TLAXCALA              |  EILT510331MTLSNR04  |
303217    |  MANUEL     |  CARLOS     |             | MEDINA      |  DELGADO     |  11-02-2019  |  4     |  H      |  MEXICO                |  MEDM190211HMEDLNA2  |
303266    |  DAVID      |  ENRIQUE    |             | CORDERO     |  RIOS        |  01-12-1993  |  30    |  H      |  QUINTANA ROO          |  CORD931201HQURSV03  |
303302    |  MIGUEL     |  ALEJANDRO  |             | RIVAS       |  SANDEZ      |  28-01-1999  |  24    |  H      |  DURANGO               |  RISM990128HDUVNG05  |
303407    |  PABLO      |  LUIS       |             | REYES       |  JIMENEZ     |  27-10-1973  |  50    |  H      |  AGUASCALIENTES        |  REJP731027HAGYMB05  |
303497    |  MARIA      |  LUCIA      |             | AGUILAR     |  SILVA       |  24-04-2010  |  13    |  M      |  PUEBLA                |  AUSL100424MPUGLCA3  |
303514    |  MARIA      |  LUCIA      |             | VIDAL       |  VARGAS      |  14-05-1996  |  27    |  M      |  MEXICO                |  VIVL960514MMEDRC04  |
303545    |  PATRICIA   |  ADRIANA    |             | GUERRA      |  MORALES     |  02-09-1975  |  48    |  M      |  MICHOACAN             |  GUMP750902MMIRRT04  |
303719    |  ANDRES     |  OSCAR      |             | MEZA        |  SOTO        |  07-03-2014  |  9     |  H      |  ZACATECAS             |  MESA140307HZAZTNA4  |
303734    |  ALEJANDRO  |  RODRIGO    |             | SANCHEZ     |  SANDEZ      |  31-03-1963  |  60    |  H      |  VERACRUZ              |  SASA630331HVENNL02  |
303786    |  PATRICIA   |  ADRIANA    |             | SOTO        |  CALDERON    |  21-02-1952  |  71    |  M      |  SAN LUIS POTOSI       |  SOCP520221MSATLT03  |
303825    |  FRANCISCO  |  JULIO      |             | ROMERO      |  SILVA       |  10-05-2013  |  10    |  H      |  BAJA CALIFORNIA       |  ROSF130510HBAMLRA4  |
303908    |  ROSA       |  ALICIA     |             | SANCHEZ     |  RUIZ        |  12-07-1960  |  63    |  M      |  CIUDAD DE MEXICO      |  SARR600712MCINZS05  |
303946    |  ELENA      |  GLORIA     |             | SANDEZ      |  SANCHEZ     |  15-09-1997  |  26    |  M      |  ZACATECAS             |  SASE970915MZANNL01  |
304009    |  LAURA      |  NATALIA    |             | RIVAS       |  SALINAS     |  15-01-1956  |  67    |  M      |  ZACATECAS             |  RISL560115MZAVLR04  |
304030    |  CRISTINA   |  SILVIA     |             | FERNANDEZ   |  DURAN       |  11-10-1973  |  50    |  M      |  BAJA CALIFORNIA SUR   |  FEDC731011MBARRR02  |
304058    |  CRISTINA   |  SILVIA     |             | CISNEROS    |  JIMENEZ     |  28-11-1963  |  60    |  M      |  QUERETARO             |  CIJC631128MQUSMR01  |
304087    |  MIGUEL     |  ALEJANDRO  |             | MEDINA      |  VALDEZ      |  23-09-2018  |  5     |  H      |  HIDALGO               |  MEVM180923HHIDLGA4  |
304095    |  ISABEL     |  LOURDES    |             | CASTRO      |  MENDOZA     |  10-02-1954  |  69    |  M      |  VERACRUZ              |  CAMI540210MVESNS02  |
304129    |  ELENA      |  GLORIA     |             | NAVARRO     |  RIOS        |  02-05-1981  |  42    |  M      |  GUANAJUATO            |  NARE810502MGUVSL01  |
304166    |  PEDRO      |  GABRIEL    |             | TORRES      |  CACERES     |  13-07-1959  |  64    |  H      |  PUEBLA                |  TOCP590713HPURCD05  |
304208    |  DAVID      |  ENRIQUE    |             | BLANCO      |  ORTEGA      |  14-04-1995  |  28    |  H      |  SONORA                |  BAOD950414HSOLRV01  |
304247    |  MARTA      |  DIANA      |             | SOTO        |  REYES       |  06-07-2017  |  6     |  M      |  CHIHUAHUA             |  SORM170706MCHTYRA5  |
304283    |  SOFIA      |  CLARA      |             | GUTIERREZ   |  SILVA       |  01-01-1956  |  67    |  M      |  MORELOS               |  GUSS560101MMOTLF02  |
304287    |  JUAN       |  ALBERTO    |             | ZAMORA      |  VIDAL       |  14-04-2010  |  13    |  H      |  EXTRANJERO            |  ZAVJ100414HEXMDNA5  |
304349    |  MARIA      |  LUCIA      |             | CORDERO     |  VALLE       |  09-04-1960  |  63    |  M      |  BAJA CALIFORNIA       |  COVL600409MBARLC01  |
304416    |  SOFIA      |  CLARA      |             | RIOS        |  RAMIREZ     |  16-11-2010  |  13    |  M      |  JALISCO               |  RIRS101116MJASMFA2  |
304424    |  ANA        |  RAQUEL     |             | REYES       |  HERRERA     |  30-07-1981  |  42    |  M      |  NUEVO LEON            |  REHA810730MNUYRN05  |
304450    |  CARLOS     |  FERNANDO   |             | AVILA       |  SALAZAR     |  13-01-1998  |  25    |  H      |  QUERETARO             |  AISC980113HQUVLR01  |
304589    |  JAVIER     |  HECTOR     |             | SALINAS     |  AGUILAR     |  15-11-1992  |  31    |  H      |  CHIHUAHUA             |  SAAJ921115HCHLGV03  |
304595    |  PEDRO      |  GABRIEL    |             | SALINAS     |  RIOS        |  16-01-2011  |  12    |  H      |  TAMAULIPAS            |  SARP110116HTALSDA3  |
304756    |  MIGUEL     |  ALEJANDRO  |             | DELGADO     |  NAVARRO     |  19-09-1991  |  32    |  H      |  AGUASCALIENTES        |  DENM910919HAGLVG05  |
304759    |  ANTONIO    |  SERGIO     |             | MORALES     |  JIMENEZ     |  22-11-1985  |  38    |  H      |  COLIMA                |  MOJA851122HCORMN03  |
304911    |  TERESA     |  VALERIA    |             | SALINAS     |  ROJAS       |  12-08-1996  |  27    |  M      |  TAMAULIPAS            |  SART960812MTALJR02  |
304921    |  LUIS       |  MARIO      |             | MEDINA      |  PAREDES     |  11-09-1973  |  50    |  H      |  NAYARIT               |  MEPL730911HNADRS03  |
304952    |  MARTA      |  DIANA      |             | MENDOZA     |  CISNEROS    |  12-02-1983  |  40    |  M      |  CIUDAD DE MEXICO      |  MECM830212MCINSR04  |
305043    |  PATRICIA   |  ADRIANA    |             | ROJAS       |  HERRERA     |  30-01-1996  |  27    |  M      |  JALISCO               |  ROHP960130MJAJRT01  |
305077    |  ELENA      |  GLORIA     |             | MENDOZA     |  ROSALES     |  15-05-2012  |  11    |  M      |  JALISCO               |  MERE120515MJANSLA4  |
305085    |  DANIEL     |  EDUARDO    |             | GUZMAN      |  GUERRA      |  26-03-2006  |  17    |  H      |  AGUASCALIENTES        |  GUGD060326HAGZRNA5  |
305281    |  PABLO      |  LUIS       |             | MONTOYA     |  NAVARRO     |  20-12-1952  |  71    |  H      |  COLIMA                |  MONP521220HCONVB04  |
305439    |  ISABEL     |  LOURDES    |             | PENA        |  CACERES     |  03-10-2004  |  19    |  M      |  GUANAJUATO            |  PECI041003MGUNCSA2  |
305545    |  MARIA      |  LUCIA      |             | REYES       |  TORRES      |  08-01-1956  |  67    |  M      |  VERACRUZ              |  RETL560108MVEYRC04  |
305559    |  DANIEL     |  EDUARDO    |             | TORRES      |  CASTRO      |  20-09-1981  |  42    |  H      |  MORELOS               |  TOCD810920HMORSN05  |
305638    |  PATRICIA   |  ADRIANA    |             | GONZALEZ    |  MEZA        |  31-09-1981  |  42    |  M      |  NAYARIT               |  GOMP810931MNANZT01  |
305653    |  MARTA      |  DIANA      |             | CACERES     |  BLANCO      |  27-01-1971  |  52    |  M      |  EXTRANJERO            |  CABM710127MEXCLR03  |
305657    |  ALEJANDRO  |  RODRIGO    |             | CASTRO      |  RUIZ        |  07-01-1964  |  59    |  H      |  CHIHUAHUA             |  CARA640107HCHSZL03  |
305696    |  ROSA       |  ALICIA     |             | MEZA        |  PAREDES     |  02-02-2020  |  3     |  M      |  CHIAPAS               |  MEPR200202MCHZRSA5  |
305749    |  PABLO      |  LUIS       |             | LEON        |  HERRERA     |  11-01-1951  |  72    |  H      |  TAMAULIPAS            |  LEHP510111HTANRB05  |
305757    |  MANUEL     |  CARLOS     |             | SALINAS     |  NAVARRO     |  17-08-1957  |  66    |  H      |  QUERETARO             |  SANM570817HQULVN02  |
305780    |  DANIEL     |  EDUARDO    |             | CASTRO      |  CORDERO     |  21-11-1964  |  59    |  H      |  MORELOS               |  CACD641121HMOSRN04  |
305788    |  JAVIER     |  HECTOR     |             | MORALES     |  MORALES     |  07-10-2000  |  23    |  H      |  PUEBLA                |  MOMJ001007HPURRVA5  |
305854    |  CRISTINA   |  SILVIA     |             | SALINAS     |  SALINAS     |  17-03-1975  |  48    |  M      |  VERACRUZ              |  SASC750317MVELLR04  |
305863    |  ROSA       |  ALICIA     |             | SOLANO      |  MEZA        |  16-05-2000  |  23    |  M      |  MORELOS               |  SOMR000516MMOLZSA5  |
305973    |  MARTA      |  DIANA      |             | DURAN       |  MORALES     |  01-03-1965  |  58    |  M      |  NAYARIT               |  DUMM650301MNARRR01  |
305975    |  CARLOS     |  FERNANDO   |             | MORA        |  VILLANUEVA  |  25-04-1988  |  35    |  H      |  QUINTANA ROO          |  MOVC880425HQURLR02  |
306011    |  ELENA      |  GLORIA     |             | HERRERA     |  PANTOJA     |  09-10-1963  |  60    |  M      |  ZACATECAS             |  HEPE631009MZARNL04  |
306105    |  PAULA      |  VICTORIA   |             | SILVA       |  PENA        |  30-07-1956  |  67    |  M      |  QUERETARO             |  SIPP560730MQULNL04  |
306123    |  PABLO      |  LUIS       |             | GUZMAN      |  ROSALES     |  30-09-1960  |  63    |  H      |  DURANGO               |  GURP600930HDUZSB03  |
306292    |  PAULA      |  VICTORIA   |             | ESPINOZA    |  SANCHEZ     |  11-02-1969  |  54    |  M      |  DURANGO               |  EISP690211MDUSNL03  |
306328    |  FRANCISCO  |  JULIO      |             | MORALES     |  REYES       |  27-08-1974  |  49    |  H      |  GUANAJUATO            |  MORF740827HGURYR04  |
306375    |  PAULA      |  VICTORIA   |             | REYES       |  SALAZAR     |  10-08-1982  |  41    |  M      |  MORELOS               |  RESP820810MMOYLL03  |
306409    |  FRANCISCO  |  JULIO      |             | SOTO        |  GUTIERREZ   |  06-06-1993  |  30    |  H      |  CIUDAD DE MEXICO      |  SOGF930606HCITTR05  |
306514    |  ISABEL     |  LOURDES    |             | VALLE       |  DURAN       |  28-06-2015  |  8     |  M      |  CAMPECHE              |  VADI150628MCALRSA1  |
306527    |  ELENA      |  GLORIA     |             | RIOS        |  RIOS        |  29-05-1969  |  54    |  M      |  MEXICO                |  RIRE690529MMESSL05  |
306540    |  CARMEN     |  BEATRIZ    |             | DURAN       |  MIRANDA     |  25-08-1978  |  45    |  M      |  VERACRUZ              |  DUMC780825MVERRR05  |
306564    |  MANUEL     |  CARLOS     |             | SANDEZ      |  SANCHEZ     |  19-02-1998  |  25    |  H      |  QUERETARO             |  SASM980219HQUNNN03  |
306566    |  JAVIER     |  HECTOR     |             | RIOS        |  AGUILAR     |  11-10-1999  |  24    |  H      |  EXTRANJERO            |  RIAJ991011HEXSGV04  |
306630    |  MARIA      |  LUCIA      |             | LEON        |  FERNANDEZ   |  22-09-1990  |  33    |  M      |  EXTRANJERO            |  LEFL900922MEXNRC04  |
306732    |  PAULA      |  VICTORIA   |             | PENA        |  MENDOZA     |  11-05-1952  |  71    |  M      |  VERACRUZ              |  PEMP520511MVENNL01  |
306969    |  ANTONIO    |  SERGIO     |             | PANTOJA     |  VALLE       |  31-09-2001  |  22    |  H      |  OAXACA                |  PAVA010931HOANLNA3  |
307064    |  DANIEL     |  EDUARDO    |             | PAREDES     |  GALLEGOS    |  13-10-2009  |  14    |  H      |  BAJA CALIFORNIA       |  PAGD091013HBARLNA3  |
307093    |  ISABEL     |  LOURDES    |             | SOSA        |  JIMENEZ     |  17-03-2001  |  22    |  M      |  CAMPECHE              |  SOJI010317MCASMSA3  |
307106    |  ANA        |  RAQUEL     |             | FERNANDEZ   |  ROMERO      |  29-08-1986  |  37    |  M      |  SONORA                |  FERA860829MSORMN04  |
307155    |  MANUEL     |  CARLOS     |             | LUGO        |  MEZA        |  11-04-1990  |  33    |  H      |  JALISCO               |  LUMM900411HJAGZN05  |
307176    |  ANDRES     |  OSCAR      |             | CISNEROS    |  NAVARRO     |  16-01-2007  |  16    |  H      |  SONORA                |  CINA070116HSOSVNA5  |
307187    |  ALEJANDRO  |  RODRIGO    |             | GUTIERREZ   |  RIOS        |  25-07-2012  |  11    |  H      |  ZACATECAS             |  GURA120725HZATSLA1  |
307224    |  ROSA       |  ALICIA     |             | DELGADO     |  SALAZAR     |  05-05-2016  |  7     |  M      |  DURANGO               |  DESR160505MDULLSA4  |
307314    |  DAVID      |  ENRIQUE    |             | HERRERA     |  ROMERO      |  24-05-2017  |  6     |  H      |  QUERETARO             |  HERD170524HQURMVA1  |
307404    |  SOFIA      |  CLARA      |             | DELGADO     |  MEZA        |  24-11-1967  |  56    |  M      |  MICHOACAN             |  DEMS671124MMILZF04  |
307481    |  ANTONIO    |  SERGIO     |             | MEDINA      |  GUERRA      |  22-08-2013  |  10    |  H      |  MORELOS               |  MEGA130822HMODRNA1  |
307548    |  ISABEL     |  LOURDES    |             | CALDERON    |  ROBLES      |  15-01-2014  |  9     |  M      |  COAHUILA              |  CARI140115MCOLBSA5  |
307583    |  CRISTINA   |  SILVIA     |             | REYES       |  AGUILAR     |  02-06-2013  |  10    |  M      |  EXTRANJERO            |  REAC130602MEXYGRA1  |
307655    |  LAURA      |  NATALIA    |             | GUZMAN      |  ORTEGA      |  13-05-2010  |  13    |  M      |  MEXICO                |  GUOL100513MMEZRRA5  |
307666    |  MIGUEL     |  ALEJANDRO  |             | SOTO        |  CALDERON    |  10-09-2007  |  16    |  H      |  COLIMA                |  SOCM070910HCOTLGA4  |
307710    |  ELENA      |  GLORIA     |             | RIOS        |  PAREDES     |  30-12-1961  |  62    |  M      |  YUCATAN               |  RIPE611230MYUSRL04  |
307734    |  ELENA      |  GLORIA     |             | SOSA        |  MENDOZA     |  05-08-1970  |  53    |  M      |  ZACATECAS             |  SOME700805MZASNL04  |
307761    |  PATRICIA   |  ADRIANA    |             | LEON        |  VARGAS      |  29-11-2004  |  19    |  M      |  TAMAULIPAS            |  LEVP041129MTANRTA5  |
307803    |  PATRICIA   |  ADRIANA    |             | GUZMAN      |  LOPEZ       |  30-08-1989  |  34    |  M      |  GUERRERO              |  GULP890830MGUZPT02  |
307808    |  SOFIA      |  CLARA      |             | REYES       |  REYES       |  25-06-2002  |  21    |  M      |  VERACRUZ              |  RERS020625MVEYYFA1  |
307849    |  ANDRES     |  OSCAR      |             | ROMERO      |  PANTOJA     |  23-02-2010  |  13    |  H      |  CIUDAD DE MEXICO      |  ROPA100223HCIMNNA4  |
307863    |  LAURA      |  NATALIA    |             | MORALES     |  ROBLES      |  11-02-1969  |  54    |  M      |  NAYARIT               |  MORL690211MNARBR02  |
307922    |  MARTA      |  DIANA      |             | MIRANDA     |  SALINAS     |  16-06-2005  |  18    |  M      |  AGUASCALIENTES        |  MISM050616MAGRLRA5  |
307927    |  ALEJANDRO  |  RODRIGO    |             | NAVARRO     |  ORTEGA      |  24-04-1980  |  43    |  H      |  PUEBLA                |  NAOA800424HPUVRL03  |
307936    |  ROSA       |  ALICIA     |             | SEGURA      |  RIOS        |  06-09-1993  |  30    |  M      |  OAXACA                |  SERR930906MOAGSS01  |
307944    |  PEDRO      |  GABRIEL    |             | CISNEROS    |  SANDEZ      |  25-04-1963  |  60    |  H      |  QUINTANA ROO          |  CISP630425HQUSND01  |
308010    |  SOFIA      |  CLARA      |             | SOLANO      |  RIOS        |  18-04-2012  |  11    |  M      |  DURANGO               |  SORS120418MDULSFA3  |
308123    |  ELENA      |  GLORIA     |             | DURAN       |  SANDEZ      |  15-06-2006  |  17    |  M      |  BAJA CALIFORNIA SUR   |  DUSE060615MBARNLA3  |
308125    |  PEDRO      |  GABRIEL    |             | CASTRO      |  AVILA       |  26-09-2003  |  20    |  H      |  NAYARIT               |  CAAP030926HNASVDA1  |
308255    |  MARIA      |  LUCIA      |             | PENA        |  ZAMORA      |  21-04-2010  |  13    |  M      |  CIUDAD DE MEXICO      |  PEZL100421MCINMCA5  |
308259    |  ISABEL     |  LOURDES    |             | MORA        |  MIRANDA     |  19-07-1963  |  60    |  M      |  COLIMA                |  MOMI630719MCORRS04  |
308291    |  ROSA       |  ALICIA     |             | GUERRA      |  HARO        |  06-09-2020  |  3     |  M      |  PUEBLA                |  GUHR200906MPURRSA3  |
308325    |  MIGUEL     |  ALEJANDRO  |             | AGUILAR     |  HERRERA     |  28-08-1956  |  67    |  H      |  GUANAJUATO            |  AUHM560828HGUGRG04  |
308355    |  LUIS       |  MARIO      |             | SOSA        |  ROMERO      |  12-06-1987  |  36    |  H      |  ZACATECAS             |  SORL870612HZASMS05  |
308472    |  CRISTINA   |  SILVIA     |             | GUTIERREZ   |  RAMIREZ     |  26-11-1969  |  54    |  M      |  OAXACA                |  GURC691126MOATMR03  |
308527    |  PATRICIA   |  ADRIANA    |             | VIDAL       |  LOPEZ       |  22-08-2014  |  9     |  M      |  NAYARIT               |  VILP140822MNADPTA3  |
308564    |  FRANCISCO  |  JULIO      |             | TORRES      |  ROSALES     |  09-02-1972  |  51    |  H      |  CHIHUAHUA             |  TORF720209HCHRSR05  |
308685    |  ISABEL     |  LOURDES    |             | VARGAS      |  SALAZAR     |  11-10-1964  |  59    |  M      |  DURANGO               |  VASI641011MDURLS02  |
308709    |  CARMEN     |  BEATRIZ    |             | PIZARRO     |  CASTRO      |  26-12-2005  |  18    |  M      |  NAYARIT               |  PICC051226MNAZSRA1  |
308801    |  CARLOS     |  FERNANDO   |             | VALDEZ      |  ROJAS       |  11-12-1962  |  61    |  H      |  SAN LUIS POTOSI       |  VARC621211HSALJR03  |
308853    |  ANTONIO    |  SERGIO     |             | PANTOJA     |  GALLEGOS    |  08-08-2010  |  13    |  H      |  CAMPECHE              |  PAGA100808HCANLNA1  |
308882    |  JUAN       |  ALBERTO    |             | CASTRO      |  GONZALEZ    |  20-08-1980  |  43    |  H      |  EXTRANJERO            |  CAGJ800820HEXSNN02  |
308985    |  MARIA      |  LUCIA      |             | RIOS        |  SANCHEZ     |  07-11-2021  |  2     |  M      |  QUINTANA ROO          |  RISL211107MQUSNCA2  |
309013    |  SOFIA      |  CLARA      |             | PIZARRO     |  GUZMAN      |  22-03-1964  |  59    |  M      |  CIUDAD DE MEXICO      |  PIGS640322MCIZZF01  |
309042    |  MARTA      |  DIANA      |             | JIMENEZ     |  SANDEZ      |  29-07-1982  |  41    |  M      |  TLAXCALA              |  JISM820729MTLMNR02  |
309089    |  MANUEL     |  CARLOS     |             | ROJAS       |  AGUILAR     |  06-09-1964  |  59    |  H      |  MORELOS               |  ROAM640906HMOJGN04  |
309103    |  PATRICIA   |  ADRIANA    |             | CISNEROS    |  NAVARRO     |  26-06-1996  |  27    |  M      |  MEXICO                |  CINP960626MMESVT01  |
309129    |  DAVID      |  ENRIQUE    |             | GONZALEZ    |  NAVARRO     |  08-02-1963  |  60    |  H      |  PUEBLA                |  GOND630208HPUNVV03  |
309178    |  PAULA      |  VICTORIA   |             | ZAMORA      |  RIOS        |  14-07-1979  |  44    |  M      |  DURANGO               |  ZARP790714MDUMSL04  |
309181    |  CRISTINA   |  SILVIA     |             | NAVARRO     |  MENDOZA     |  28-11-1994  |  29    |  M      |  MICHOACAN             |  NAMC941128MMIVNR01  |
309265    |  CARMEN     |  BEATRIZ    |             | MEZA        |  SOTO        |  25-06-2010  |  13    |  M      |  TLAXCALA              |  MESC100625MTLZTRA3  |
