MATRICULA                     NOMBRES                  APPAT           APMAT         FECHA NAC     EDAD      SEXO           ORIGEN                    CURP

325395    |  JAVIER     |  HECTOR     |             | VARGAS      |  VARGAS      |  16-01-2022  |  1     |  H      |  EXTRANJERO            |  VAVJ220116HEXRRVA4  |
312748    |  ANTONIO    |  SERGIO     |             | SERRANO     |  MEDINA      |  15-08-2009  |  14    |  H      |  GUERRERO              |  SEMA090815HGURDNA5  |
324612    |  PAULA      |  VICTORIA   |             | BLANCO      |  MEDINA      |  29-05-1958  |  65    |  M      |  COLIMA                |  BAMP580529MCOLDL05  |
323328    |  ANTONIO    |  SERGIO     |             | VALLE       |  LOPEZ       |  25-02-2009  |  14    |  H      |  CHIAPAS               |  VALA090225HCHLPNA5  |
303686    |  ANA        |  RAQUEL     |             | JIMENEZ     |  DURAN       |  24-09-1980  |  43    |  M      |  SONORA                |  JIDA800924MSOMRN02  |
328540    |  PEDRO      |  GABRIEL    |             | SOTO        |  SOTO        |  14-08-1986  |  37    |  H      |  MEXICO                |  SOSP860814HMETTD05  |
305932    |  ISABEL     |  LOURDES    |             | ROLDAN      |  MEDINA      |  06-11-1996  |  27    |  M      |  EXTRANJERO            |  ROMI961106MEXLDS03  |
305216    |  MIGUEL     |  ALEJANDRO  |             | NAVARRO     |  SERRANO     |  20-11-1960  |  63    |  H      |  CHIAPAS               |  NASM601120HCHVRG03  |
311740    |  PEDRO      |  GABRIEL    |             | NAVARRO     |  CORDERO     |  21-02-2008  |  15    |  H      |  BAJA CALIFORNIA SUR   |  NACP080221HBAVRDA4  |
301160    |  TERESA     |  VALERIA    |             | PIZARRO     |  REYES       |  28-01-1964  |  59    |  M      |  OAXACA                |  PIRT640128MOAZYR04  |
320001    |  PABLO      |  LUIS       |             | SILVA       |  GUZMAN      |  29-03-1998  |  25    |  H      |  SINALOA               |  SIGP980329HSILZB05  |
316528    |  MARTA      |  DIANA      |             | LEON        |  PAREDES     |  30-06-2000  |  23    |  M      |  QUINTANA ROO          |  LEPM000630MQUNRRA2  |
320530    |  CARMEN     |  BEATRIZ    |             | MENDOZA     |  RIOS        |  07-06-1992  |  31    |  M      |  CAMPECHE              |  MERC920607MCANSR01  |
310200    |  ANDRES     |  OSCAR      |             | AVILA       |  JIMENEZ     |  14-05-1956  |  67    |  H      |  GUERRERO              |  AIJA560514HGUVMN01  |
320306    |  MARTA      |  DIANA      |             | PANTOJA     |  VARGAS      |  17-11-2019  |  4     |  M      |  VERACRUZ              |  PAVM191117MVENRRA1  |
323979    |  SOFIA      |  CLARA      |             | CORDERO     |  LEON        |  28-12-1953  |  70    |  M      |  MEXICO                |  COLS531228MMERNF03  |
326263    |  TERESA     |  VALERIA    |             | ESPINOZA    |  SALINAS     |  26-10-1972  |  51    |  M      |  TLAXCALA              |  EIST721026MTLSLR02  |
307836    |  JAVIER     |  HECTOR     |             | CALDERON    |  RIOS        |  09-11-2002  |  21    |  H      |  MORELOS               |  CARJ021109HMOLSVA3  |
302032    |  ALEJANDRO  |  RODRIGO    |             | TORRES      |  SILVA       |  27-06-1974  |  49    |  H      |  QUERETARO             |  TOSA740627HQURLL01  |
327186    |  MIGUEL     |  ALEJANDRO  |             | JIMENEZ     |  PEREZ       |  26-02-1955  |  68    |  H      |  TLAXCALA              |  JIPM550226HTLMRG01  |
329027    |  ANA        |  RAQUEL     |             | ROMERO      |  BLANCO      |  28-11-1951  |  72    |  M      |  ZACATECAS             |  ROBA511128MZAMLN04  |
309414    |  MIGUEL     |  ALEJANDRO  |             | DURAN       |  ROSALES     |  09-05-1966  |  57    |  H      |  AGUASCALIENTES        |  DURM660509HAGRSG03  |
301173    |  MARTA      |  DIANA      |             | SALAZAR     |  FERNANDEZ   |  11-03-1977  |  46    |  M      |  ZACATECAS             |  SAFM770311MZALRR04  |
305545    |  CRISTINA   |  SILVIA     |             | DURAN       |  GUZMAN      |  04-07-1958  |  65    |  M      |  MORELOS               |  DUGC580704MMORZR04  |
301165    |  ELENA      |  GLORIA     |             | HERRERA     |  BLANCO      |  16-12-1958  |  65    |  M      |  GUANAJUATO            |  HEBE581216MGURLL05  |
325995    |  ANDRES     |  OSCAR      |             | GUTIERREZ   |  NAVARRO     |  03-12-1979  |  44    |  H      |  CIUDAD DE MEXICO      |  GUNA791203HCITVN04  |
332186    |  CARLOS     |  FERNANDO   |             | MEDINA      |  AGUILAR     |  05-03-2019  |  4     |  H      |  MORELOS               |  MEAC190305HMODGRA5  |
300281    |  SOFIA      |  CLARA      |             | REYES       |  RIOS        |  19-03-1967  |  56    |  M      |  YUCATAN               |  RERS670319MYUYSF02  |
323603    |  LUIS       |  MARIO      |             | ORTEGA      |  SOSA        |  02-02-2005  |  18    |  H      |  SAN LUIS POTOSI       |  OESL050202HSARSSA4  |
300998    |  ALEJANDRO  |  RODRIGO    |             | SANCHEZ     |  AVILA       |  11-09-1998  |  25    |  H      |  MEXICO                |  SAAA980911HMENVL05  |
329759    |  PABLO      |  LUIS       |             | CASTRO      |  MORALES     |  10-10-1967  |  56    |  H      |  EXTRANJERO            |  CAMP671010HEXSRB05  |
303980    |  ANTONIO    |  SERGIO     |             | SEGURA      |  GUZMAN      |  04-11-1968  |  55    |  H      |  COLIMA                |  SEGA681104HCOGZN04  |
300277    |  TERESA     |  VALERIA    |             | DURAN       |  VILLANUEVA  |  15-11-2015  |  8     |  M      |  MEXICO                |  DUVT151115MMERLRA3  |
313076    |  ANTONIO    |  SERGIO     |             | CALDERON    |  ROMERO      |  31-10-1991  |  32    |  H      |  SAN LUIS POTOSI       |  CARA911031HSALMN03  |
324038    |  ISABEL     |  LOURDES    |             | CASTRO      |  NAVARRO     |  25-02-1961  |  62    |  M      |  GUERRERO              |  CANI610225MGUSVS03  |
318068    |  MIGUEL     |  ALEJANDRO  |             | REYES       |  VARGAS      |  11-03-1995  |  28    |  H      |  PUEBLA                |  REVM950311HPUYRG03  |
332026    |  LUIS       |  MARIO      |             | HERRERA     |  VILLANUEVA  |  16-05-1978  |  45    |  H      |  MEXICO                |  HEVL780516HMERLS05  |
324345    |  JAVIER     |  HECTOR     |             | REYES       |  SEGURA      |  28-04-1983  |  40    |  H      |  VERACRUZ              |  RESJ830428HVEYGV04  |
325048    |  PEDRO      |  GABRIEL    |             | SOLANO      |  VARGAS      |  15-04-1997  |  26    |  H      |  GUERRERO              |  SOVP970415HGULRD03  |
316069    |  CRISTINA   |  SILVIA     |             | VILLANUEVA  |  BLANCO      |  06-10-1999  |  24    |  M      |  QUERETARO             |  VIBC991006MQULLR04  |
308138    |  ANDRES     |  OSCAR      |             | GUZMAN      |  SOLANO      |  30-06-2017  |  6     |  H      |  BAJA CALIFORNIA       |  GUSA170630HBAZLNA1  |
325913    |  LUISA      |  LINDA      |             | TORRES      |  SILVA       |  10-08-1975  |  48    |  M      |  CHIAPAS               |  TOSL750810MCHRLS03  |
309504    |  MARTA      |  DIANA      |             | NAVARRO     |  SOTO        |  20-05-1983  |  40    |  M      |  TAMAULIPAS            |  NASM830520MTAVTR04  |
309270    |  SOFIA      |  CLARA      |             | MIRANDA     |  AVILA       |  28-09-1979  |  44    |  M      |  JALISCO               |  MIAS790928MJARVF05  |
321202    |  ANDRES     |  OSCAR      |             | MEZA        |  ROSALES     |  30-11-2005  |  18    |  H      |  COAHUILA              |  MERA051130HCOZSNA5  |
323680    |  ANA        |  RAQUEL     |             | DURAN       |  LUGO        |  26-02-2012  |  11    |  M      |  SAN LUIS POTOSI       |  DULA120226MSARGNA2  |
310027    |  ANA        |  RAQUEL     |             | VALDEZ      |  CASTRO      |  31-10-2014  |  9     |  M      |  ZACATECAS             |  VACA141031MZALSNA1  |
318180    |  PATRICIA   |  ADRIANA    |             | MEDINA      |  TORRES      |  28-05-1956  |  67    |  M      |  EXTRANJERO            |  METP560528MEXDRT05  |
332388    |  ROSA       |  ALICIA     |             | ROMERO      |  MEDINA      |  04-06-1965  |  58    |  M      |  SONORA                |  ROMR650604MSOMDS04  |
328219    |  MARIA      |  LUCIA      |             | MEZA        |  HERRERA     |  25-09-1973  |  50    |  M      |  SONORA                |  MEHL730925MSOZRC02  |
311854    |  MARTA      |  DIANA      |             | NAVARRO     |  CASTRO      |  26-12-1981  |  42    |  M      |  GUANAJUATO            |  NACM811226MGUVSR02  |
315311    |  PABLO      |  LUIS       |             | MENDOZA     |  RAMIREZ     |  09-05-1954  |  69    |  H      |  PUEBLA                |  MERP540509HPUNMB05  |
332340    |  JAVIER     |  HECTOR     |             | CASTRO      |  BLANCO      |  14-02-1993  |  30    |  H      |  VERACRUZ              |  CABJ930214HVESLV03  |
315997    |  PATRICIA   |  ADRIANA    |             | AVILA       |  MEDINA      |  01-10-1969  |  54    |  M      |  OAXACA                |  AIMP691001MOAVDT02  |
317472    |  LUISA      |  LINDA      |             | LUGO        |  SALAZAR     |  24-01-1962  |  61    |  M      |  NUEVO LEON            |  LUSL620124MNUGLS02  |
303131    |  LAURA      |  NATALIA    |             | ESPINOZA    |  MEDINA      |  20-05-1956  |  67    |  M      |  TAMAULIPAS            |  EIML560520MTASDR01  |
309564    |  ROSA       |  ALICIA     |             | MORALES     |  LOPEZ       |  22-03-2008  |  15    |  M      |  MORELOS               |  MOLR080322MMORPSA1  |
325755    |  ISABEL     |  LOURDES    |             | MENDOZA     |  VALLE       |  07-04-1959  |  64    |  M      |  PUEBLA                |  MEVI590407MPUNLS05  |
317051    |  CARMEN     |  BEATRIZ    |             | VARGAS      |  MEDINA      |  18-09-1964  |  59    |  M      |  EXTRANJERO            |  VAMC640918MEXRDR04  |
330575    |  ANDRES     |  OSCAR      |             | SALAZAR     |  GONZALEZ    |  04-09-1968  |  55    |  H      |  MEXICO                |  SAGA680904HMELNN02  |
321209    |  CARLOS     |  FERNANDO   |             | JIMENEZ     |  HARO        |  19-11-2008  |  15    |  H      |  SINALOA               |  JIHC081119HSIMRRA2  |
329615    |  PABLO      |  LUIS       |             | MEDINA      |  HERRERA     |  16-09-1981  |  42    |  H      |  SINALOA               |  MEHP810916HSIDRB01  |
328511    |  SOFIA      |  CLARA      |             | HARO        |  CASTRO      |  29-10-1982  |  41    |  M      |  VERACRUZ              |  HACS821029MVERSF02  |
317050    |  DAVID      |  ENRIQUE    |             | VALLE       |  PEREZ       |  09-10-1981  |  42    |  H      |  COLIMA                |  VAPD811009HCOLRV05  |
305803    |  PABLO      |  LUIS       |             | BLANCO      |  CASTRO      |  14-02-2012  |  11    |  H      |  CHIAPAS               |  BACP120214HCHLSBA2  |
304889    |  ALEJANDRO  |  RODRIGO    |             | SEGURA      |  GUZMAN      |  26-04-1990  |  33    |  H      |  SONORA                |  SEGA900426HSOGZL01  |
310607    |  CARLOS     |  FERNANDO   |             | CASTRO      |  GONZALEZ    |  07-01-1962  |  61    |  H      |  ZACATECAS             |  CAGC620107HZASNR03  |
306505    |  ISABEL     |  LOURDES    |             | CASTRO      |  MORALES     |  12-12-1997  |  26    |  M      |  CHIAPAS               |  CAMI971212MCHSRS03  |
326073    |  JUAN       |  ALBERTO    |             | MEZA        |  AVILA       |  30-07-1980  |  43    |  H      |  BAJA CALIFORNIA SUR   |  MEAJ800730HBAZVN01  |
309978    |  ANDRES     |  OSCAR      |             | VIDAL       |  CASTRO      |  14-05-1989  |  34    |  H      |  YUCATAN               |  VICA890514HYUDSN01  |
309491    |  FRANCISCO  |  JULIO      |             | CASTRO      |  MENDOZA     |  20-07-1965  |  58    |  H      |  OAXACA                |  CAMF650720HOASNR05  |
332402    |  ANDRES     |  OSCAR      |             | SALINAS     |  ROSALES     |  23-03-1952  |  71    |  H      |  YUCATAN               |  SARA520323HYULSN03  |
324330    |  LUIS       |  MARIO      |             | MENDOZA     |  SALAZAR     |  28-01-2012  |  11    |  H      |  BAJA CALIFORNIA       |  MESL120128HBANLSA2  |
302231    |  MARIA      |  LUCIA      |             | VALLE       |  SANCHEZ     |  10-12-2008  |  15    |  M      |  JALISCO               |  VASL081210MJALNCA1  |
314452    |  LUISA      |  LINDA      |             | CASTRO      |  GUERRA      |  11-09-1987  |  36    |  M      |  NUEVO LEON            |  CAGL870911MNUSRS01  |
319533    |  DANIEL     |  EDUARDO    |             | SOSA        |  MEDINA      |  30-05-1980  |  43    |  H      |  BAJA CALIFORNIA SUR   |  SOMD800530HBASDN05  |
307949    |  MANUEL     |  CARLOS     |             | GUTIERREZ   |  PIZARRO     |  28-02-1993  |  30    |  H      |  PUEBLA                |  GUPM930228HPUTZN04  |
320348    |  PAULA      |  VICTORIA   |             | DELGADO     |  JIMENEZ     |  05-10-2022  |  1     |  M      |  MORELOS               |  DEJP221005MMOLMLA5  |
314371    |  PABLO      |  LUIS       |             | ROJAS       |  MEDINA      |  19-03-1995  |  28    |  H      |  OAXACA                |  ROMP950319HOAJDB05  |
317621    |  MARTA      |  DIANA      |             | CORDOVA     |  LEON        |  01-02-2020  |  3     |  M      |  GUERRERO              |  COLM200201MGURNRA1  |
309555    |  PABLO      |  LUIS       |             | GONZALEZ    |  SANCHEZ     |  22-04-2010  |  13    |  H      |  YUCATAN               |  GOSP100422HYUNNBA5  |
310422    |  CARMEN     |  BEATRIZ    |             | CASTRO      |  SOTO        |  03-07-1980  |  43    |  M      |  BAJA CALIFORNIA       |  CASC800703MBASTR03  |
325490    |  DANIEL     |  EDUARDO    |             | ESPINOZA    |  GUZMAN      |  12-05-1963  |  60    |  H      |  DURANGO               |  EIGD630512HDUSZN01  |
313036    |  LUISA      |  LINDA      |             | RIVAS       |  SOLANO      |  05-04-2023  |  60    |  M      |  EXTRANJERO            |  RISL230405MEXVLSA2  |
318544    |  PABLO      |  LUIS       |             | RIOS        |  SANDEZ      |  08-07-1974  |  49    |  H      |  QUERETARO             |  RISP740708HQUSNB05  |
316536    |  DAVID      |  ENRIQUE    |             | ORTEGA      |  SALINAS     |  22-06-1988  |  35    |  H      |  TABASCO               |  OESD880622HTARLV01  |
324985    |  PATRICIA   |  ADRIANA    |             | HERRERA     |  PANTOJA     |  22-01-1957  |  66    |  M      |  EXTRANJERO            |  HEPP570122MEXRNT01  |
306740    |  TERESA     |  VALERIA    |             | ROJAS       |  ORTEGA      |  01-03-1966  |  57    |  M      |  SINALOA               |  ROOT660301MSIJRR05  |
315005    |  ANDRES     |  OSCAR      |             | VARGAS      |  ROSALES     |  15-04-1985  |  38    |  H      |  AGUASCALIENTES        |  VARA850415HAGRSN03  |
314999    |  ISABEL     |  LOURDES    |             | TORRES      |  VILLANUEVA  |  03-12-2022  |  1     |  M      |  MORELOS               |  TOVI221203MMORLSA4  |
319699    |  PATRICIA   |  ADRIANA    |             | SANDEZ      |  VALLE       |  11-06-1950  |  73    |  M      |  ZACATECAS             |  SAVP500611MZANLT03  |
330806    |  ALEJANDRO  |  RODRIGO    |             | ESPINOZA    |  TORRES      |  15-07-1999  |  24    |  H      |  AGUASCALIENTES        |  EITA990715HAGSRL04  |
307737    |  ALEJANDRO  |  RODRIGO    |             | SOSA        |  DELGADO     |  07-10-2022  |  1     |  H      |  AGUASCALIENTES        |  SODA221007HAGSLLA2  |
314829    |  PATRICIA   |  ADRIANA    |             | MEDINA      |  VIDAL       |  11-10-2011  |  12    |  M      |  CAMPECHE              |  MEVP111011MCADDTA4  |
320670    |  JAVIER     |  HECTOR     |             | CASTRO      |  MIRANDA     |  21-01-1965  |  58    |  H      |  HIDALGO               |  CAMJ650121HHISRV03  |
305183    |  LAURA      |  NATALIA    |             | NAVARRO     |  JIMENEZ     |  24-02-1988  |  35    |  M      |  HIDALGO               |  NAJL880224MHIVMR04  |
310819    |  SOFIA      |  CLARA      |             | VALLE       |  GUZMAN      |  12-11-1984  |  39    |  M      |  JALISCO               |  VAGS841112MJALZF02  |
331258    |  JAVIER     |  HECTOR     |             | LEON        |  MONTOYA     |  15-10-2014  |  9     |  H      |  COLIMA                |  LEMJ141015HCONNVA5  |
321759    |  PAULA      |  VICTORIA   |             | PANTOJA     |  DELGADO     |  13-07-1958  |  65    |  M      |  TLAXCALA              |  PADP580713MTLNLL05  |
324542    |  MANUEL     |  CARLOS     |             | RIVAS       |  CACERES     |  10-01-1957  |  66    |  H      |  VERACRUZ              |  RICM570110HVEVCN03  |
324289    |  ELENA      |  GLORIA     |             | MEDINA      |  PIZARRO     |  02-07-2015  |  8     |  M      |  HIDALGO               |  MEPE150702MHIDZLA1  |
330559    |  MIGUEL     |  ALEJANDRO  |             | GUZMAN      |  SOTO        |  10-05-2013  |  10    |  H      |  SAN LUIS POTOSI       |  GUSM130510HSAZTGA2  |
315131    |  CRISTINA   |  SILVIA     |             | SOLANO      |  CACERES     |  21-04-2016  |  7     |  M      |  SONORA                |  SOCC160421MSOLCRA1  |
326632    |  ALEJANDRO  |  RODRIGO    |             | JIMENEZ     |  SOSA        |  21-03-2013  |  10    |  H      |  SINALOA               |  JISA130321HSIMSLA5  |
318909    |  ISABEL     |  LOURDES    |             | CASTRO      |  GALLEGOS    |  30-01-1977  |  46    |  M      |  TAMAULIPAS            |  CAGI770130MTASLS02  |
310049    |  ANDRES     |  OSCAR      |             | CASTRO      |  ROJAS       |  30-04-1991  |  32    |  H      |  COAHUILA              |  CARA910430HCOSJN04  |
310847    |  PATRICIA   |  ADRIANA    |             | SEGURA      |  VALLE       |  10-07-2023  |  32    |  M      |  VERACRUZ              |  SEVP230710MVEGLTA2  |
321780    |  PATRICIA   |  ADRIANA    |             | REYES       |  NAVARRO     |  08-06-1953  |  70    |  M      |  ZACATECAS             |  RENP530608MZAYVT01  |
323331    |  PATRICIA   |  ADRIANA    |             | GALLEGOS    |  PEREZ       |  21-04-2011  |  12    |  M      |  COLIMA                |  GAPP110421MCOLRTA3  |
316652    |  PAULA      |  VICTORIA   |             | PENA        |  GALLEGOS    |  15-03-1989  |  34    |  M      |  BAJA CALIFORNIA SUR   |  PEGP890315MBANLL03  |
327769    |  MARTA      |  DIANA      |             | PIZARRO     |  GUERRA      |  29-11-1956  |  67    |  M      |  EXTRANJERO            |  PIGM561129MEXZRR05  |
331583    |  MARTA      |  DIANA      |             | SOSA        |  SALINAS     |  05-08-1977  |  46    |  M      |  GUERRERO              |  SOSM770805MGUSLR05  |
318756    |  CRISTINA   |  SILVIA     |             | SOTO        |  RUIZ        |  19-08-2009  |  14    |  M      |  BAJA CALIFORNIA       |  SORC090819MBATZRA5  |
305709    |  PEDRO      |  GABRIEL    |             | SOTO        |  MORALES     |  25-09-1983  |  40    |  H      |  COAHUILA              |  SOMP830925HCOTRD01  |
323037    |  PAULA      |  VICTORIA   |             | RIVAS       |  MORALES     |  15-03-2002  |  21    |  M      |  SAN LUIS POTOSI       |  RIMP020315MSAVRLA3  |
331689    |  CARMEN     |  BEATRIZ    |             | FERNANDEZ   |  ORTEGA      |  02-03-2007  |  16    |  M      |  HIDALGO               |  FEOC070302MHIRRRA3  |
301526    |  LAURA      |  NATALIA    |             | PIZARRO     |  HERRERA     |  09-06-1959  |  64    |  M      |  BAJA CALIFORNIA SUR   |  PIHL590609MBAZRR01  |
331575    |  PEDRO      |  GABRIEL    |             | BLANCO      |  ROBLES      |  23-07-1962  |  61    |  H      |  CAMPECHE              |  BARP620723HCALBD01  |
322241    |  ANDRES     |  OSCAR      |             | PAREDES     |  MEDINA      |  14-08-1970  |  53    |  H      |  MORELOS               |  PAMA700814HMORDN01  |
329750    |  ALEJANDRO  |  RODRIGO    |             | RAMIREZ     |  NAVARRO     |  17-02-1965  |  58    |  H      |  CIUDAD DE MEXICO      |  RANA650217HCIMVL04  |
317041    |  LAURA      |  NATALIA    |             | PEREZ       |  PENA        |  16-08-1970  |  53    |  M      |  TLAXCALA              |  PEPL700816MTLRNR04  |
316319    |  ROSA       |  ALICIA     |             | SEGURA      |  VIDAL       |  04-05-2020  |  3     |  M      |  EXTRANJERO            |  SEVR200504MEXGDSA3  |
324321    |  DANIEL     |  EDUARDO    |             | HARO        |  SERRANO     |  01-05-1967  |  56    |  H      |  SINALOA               |  HASD670501HSIRRN05  |
316397    |  ROSA       |  ALICIA     |             | REYES       |  MORALES     |  04-06-1990  |  33    |  M      |  COLIMA                |  REMR900604MCOYRS01  |
301171    |  CRISTINA   |  SILVIA     |             | DURAN       |  CISNEROS    |  25-02-1991  |  32    |  M      |  NAYARIT               |  DUCC910225MNARSR05  |
314048    |  TERESA     |  VALERIA    |             | DURAN       |  JIMENEZ     |  18-02-1979  |  44    |  M      |  CAMPECHE              |  DUJT790218MCARMR01  |
308859    |  DANIEL     |  EDUARDO    |             | LEON        |  SEGURA      |  13-10-1966  |  57    |  H      |  TABASCO               |  LESD661013HTANGN02  |
318621    |  CARLOS     |  FERNANDO   |             | SOTO        |  VALLE       |  05-01-2020  |  3     |  H      |  TLAXCALA              |  SOVC200105HTLTLRA5  |
318973    |  ALEJANDRO  |  RODRIGO    |             | REYES       |  MORALES     |  28-06-1975  |  48    |  H      |  DURANGO               |  REMA750628HDUYRL02  |
320567    |  ANTONIO    |  SERGIO     |             | CORDOVA     |  MORALES     |  24-12-1986  |  37    |  H      |  CIUDAD DE MEXICO      |  COMA861224HCIRRN03  |
313012    |  SOFIA      |  CLARA      |             | GUERRA      |  RIOS        |  30-06-2009  |  14    |  M      |  MEXICO                |  GURS090630MMERSFA3  |
326163    |  MARTA      |  DIANA      |             | VARGAS      |  ROBLES      |  03-06-1993  |  30    |  M      |  PUEBLA                |  VARM930603MPURBR03  |
315988    |  MANUEL     |  CARLOS     |             | SANCHEZ     |  VILLANUEVA  |  16-01-1977  |  46    |  H      |  MORELOS               |  SAVM770116HMONLN01  |
316520    |  ANDRES     |  OSCAR      |             | CASTRO      |  GUZMAN      |  26-02-1971  |  52    |  H      |  EXTRANJERO            |  CAGA710226HEXSZN01  |
315922    |  LUIS       |  MARIO      |             | CASTRO      |  CASTRO      |  02-04-2014  |  9     |  H      |  DURANGO               |  CACL140402HDUSSSA2  |
320325    |  PABLO      |  LUIS       |             | DURAN       |  CASTRO      |  26-07-2002  |  21    |  H      |  GUANAJUATO            |  DUCP020726HGURSBA2  |
332386    |  ANA        |  RAQUEL     |             | VALDEZ      |  MORA        |  31-12-2011  |  12    |  M      |  PUEBLA                |  VAMA111231MPULRNA4  |
314616    |  JUAN       |  ALBERTO    |             | SEGURA      |  RUIZ        |  24-09-2006  |  17    |  H      |  SONORA                |  SERJ060924HSOGZNA2  |
323840    |  CARMEN     |  BEATRIZ    |             | PIZARRO     |  GONZALEZ    |  13-07-1952  |  71    |  M      |  GUANAJUATO            |  PIGC520713MGUZNR05  |
306859    |  MARTA      |  DIANA      |             | ROMERO      |  ROMERO      |  07-02-2016  |  7     |  M      |  YUCATAN               |  RORM160207MYUMMRA3  |
327986    |  FRANCISCO  |  JULIO      |             | MORALES     |  ZAMORA      |  18-08-1980  |  43    |  H      |  CIUDAD DE MEXICO      |  MOZF800818HCIRMR05  |
312657    |  DANIEL     |  EDUARDO    |             | HARO        |  VALDEZ      |  01-04-1961  |  62    |  H      |  GUANAJUATO            |  HAVD610401HGURLN05  |
328269    |  LUIS       |  MARIO      |             | SOTO        |  LUGO        |  05-05-1951  |  72    |  H      |  PUEBLA                |  SOLL510505HPUTGS05  |
320193    |  PABLO      |  LUIS       |             | HERRERA     |  MENDOZA     |  27-01-1999  |  24    |  H      |  MEXICO                |  HEMP990127HMERNB05  |
306295    |  SOFIA      |  CLARA      |             | SOSA        |  ORTEGA      |  12-06-1986  |  37    |  M      |  NUEVO LEON            |  SOOS860612MNUSRF05  |
316193    |  CRISTINA   |  SILVIA     |             | ROSALES     |  HERRERA     |  01-08-1984  |  39    |  M      |  SAN LUIS POTOSI       |  ROHC840801MSASRR04  |
300973    |  ANTONIO    |  SERGIO     |             | ROMERO      |  GONZALEZ    |  14-04-1957  |  66    |  H      |  CHIHUAHUA             |  ROGA570414HCHMNN03  |
300678    |  ANTONIO    |  SERGIO     |             | MENDOZA     |  GUZMAN      |  11-03-2018  |  5     |  H      |  SAN LUIS POTOSI       |  MEGA180311HSANZNA3  |
311558    |  PAULA      |  VICTORIA   |             | PAREDES     |  TORRES      |  27-12-2013  |  10    |  M      |  NUEVO LEON            |  PATP131227MNURRLA5  |
332506    |  TERESA     |  VALERIA    |             | DELGADO     |  SOTO        |  05-08-1996  |  27    |  M      |  MORELOS               |  DEST960805MMOLTR01  |
324151    |  LAURA      |  NATALIA    |             | FERNANDEZ   |  RIOS        |  22-08-1990  |  33    |  M      |  SINALOA               |  FERL900822MSIRSR02  |
303615    |  MARIA      |  LUCIA      |             | TORRES      |  BLANCO      |  15-04-1960  |  63    |  M      |  TLAXCALA              |  TOBL600415MTLRLC05  |
331607    |  PEDRO      |  GABRIEL    |             | VIDAL       |  VILLANUEVA  |  27-01-1979  |  44    |  H      |  NAYARIT               |  VIVP790127HNADLD05  |
303155    |  ROSA       |  ALICIA     |             | PENA        |  LOPEZ       |  31-05-1979  |  44    |  M      |  PUEBLA                |  PELR790531MPUNPS01  |
331493    |  ALEJANDRO  |  RODRIGO    |             | GONZALEZ    |  FERNANDEZ   |  19-03-2018  |  5     |  H      |  BAJA CALIFORNIA SUR   |  GOFA180319HBANRLA3  |
319157    |  ANTONIO    |  SERGIO     |             | SANDEZ      |  VARGAS      |  31-04-1973  |  50    |  H      |  BAJA CALIFORNIA SUR   |  SAVA730431HBANRN03  |
303112    |  CARMEN     |  BEATRIZ    |             | RIOS        |  VIDAL       |  17-02-2006  |  17    |  M      |  SONORA                |  RIVC060217MSOSDRA3  |
302758    |  ELENA      |  GLORIA     |             | ROMERO      |  RIOS        |  28-11-1955  |  68    |  M      |  YUCATAN               |  RORE551128MYUMSL05  |
