      2161 ||     300019 ||    MIGUEL ||          HIDALGO ||           FLORES ||       HOMBRE ||          InvCien ||   21 ||    1016520
      3203 ||     300498 ||    EMILIO ||           GUZMAN ||            LOPEZ ||       HOMBRE ||          GteProj ||   28 ||    1031211
      1181 ||     300504 ||      RAUL ||          DELGADO ||            OCHOA ||       HOMBRE ||          GteProj ||   24 ||    1016697
      1165 ||     300506 ||  FERNANDO ||           VARELA ||          MERCADO ||       HOMBRE ||          EspERen ||   34 ||    1025921
      1875 ||     300510 ||    JAVIER ||         ALVARADO ||            ORTIZ ||       HOMBRE ||            PsOrg ||   49 ||    1009913
      2149 ||     300511 ||      ROSA ||          SALAZAR ||          CORDERO ||        MUJER ||            DisUX ||   47 ||    1009400
      2894 ||     300512 ||    SILVIA ||             DIAZ ||        CERVANTES ||        MUJER ||           EdCont ||   18 ||    1012135
      1778 ||     300524 ||    ARTURO ||         ESPINOZA ||         ESPINOZA ||       HOMBRE ||           AsServ ||   26 ||    1011939
      1368 ||     300540 ||     SOFIA ||            SOLIS ||            GOMEZ ||        MUJER ||          DisGraf ||   40 ||    1025764
       896 ||     300549 ||     PILAR ||          BELTRAN ||          ESCOBAR ||        MUJER ||           EspSeg ||   26 ||    1032184
      2723 ||     300569 ||    ISABEL ||             RIOS ||             SOTO ||        MUJER ||           EspLog ||   40 ||    1027619
      2582 ||     300575 ||     PAULA ||            GARZA ||          CORDERO ||        MUJER ||          IngElec ||   26 ||    1015433
       606 ||     300584 ||    ISRAEL ||            ROJAS ||            REYES ||       HOMBRE ||          TrabSoc ||   40 ||    1013366
      2321 ||     300619 ||    EMILIO ||          SALAZAR ||             SOTO ||       HOMBRE ||          Abogado ||   35 ||    1024534
      2571 ||     300620 ||     MARiA ||             SOSA ||           SUAREZ ||        MUJER ||          AnMktDg ||   20 ||    1000276
      3028 ||     300639 ||    DANIEL ||         ESTRELLA ||        CONTRERAS ||       HOMBRE ||          Contado ||   39 ||    1003652
       360 ||     300650 ||    MANUEL ||         ESPINOSA ||             LEON ||       HOMBRE ||         AnlDatos ||   33 ||    1007805
      2076 ||     300657 ||  CONSUELO ||           OSORIO ||         QUINTERO ||        MUJER ||         AnlDatos ||   38 ||    1015511
      1548 ||     300670 ||     SONIA ||         GUERRERO ||        CERVANTES ||        MUJER ||           Enferm ||   26 ||    1023861
       459 ||     300677 ||     SOFIA ||          CAMACHO ||           VARELA ||        MUJER ||          RepVInt ||   46 ||    1029304
      1156 ||     300680 ||       ANA ||            ROMAN ||           VALDES ||        MUJER ||          TrabSoc ||   44 ||    1028641
       217 ||     300686 ||      LUIS ||          BELTRAN ||          MERCADO ||       HOMBRE ||          Contado ||   27 ||    1009709
      2022 ||     300703 ||      RAUL ||           ZAMORA ||            ARIAS ||       HOMBRE ||           Enferm ||   20 ||    1030349
       482 ||     300727 ||  VICTORIA ||          PACHECO ||             CRUZ ||        MUJER ||          Traduct ||   37 ||    1027253
      2974 ||     300728 ||    ISABEL ||           MOLINA ||             VEGA ||        MUJER ||          DevSoft ||   32 ||    1004270
      2937 ||     300734 ||      RAUL ||           GUZMAN ||           VALDES ||       HOMBRE ||         AsistAdm ||   23 ||    1027903
       963 ||     300752 ||    CARMEN ||          CAMACHO ||        CERVANTES ||        MUJER ||          AnMktDg ||   19 ||    1018724
      2513 ||     300765 ||   ENRIQUE ||        HERNANDEZ ||            GARZA ||       HOMBRE ||          ChefEje ||   20 ||    1027190
      1681 ||     300766 ||  CONSUELO ||          HERRERA ||           MACIAS ||        MUJER ||          AnlSist ||   46 ||    1018715
      1806 ||     300770 ||      RAUL ||             VEGA ||            ROJAS ||       HOMBRE ||          Abogado ||   30 ||    1015130
      2707 ||     300777 ||    EMILIO ||            ORTIZ ||        CERVANTES ||       HOMBRE ||         ProfPrim ||   46 ||    1027398
      3142 ||     300796 ||    CARLOS ||          BARRIOS ||          CABRERA ||       HOMBRE ||           EspSeg ||   33 ||    1023373
      1744 ||     300797 ||   ERNESTO ||            ROMAN ||             DIAZ ||       HOMBRE ||          DevSoft ||   30 ||    1022153
      1274 ||     300802 ||      LUIS ||         ESTRELLA ||           FLORES ||       HOMBRE ||          AnlVent ||   21 ||    1029241
      2502 ||     300808 || ALEJANDRO ||         CASILLAS ||           RIVERA ||       HOMBRE ||          AnlVent ||   23 ||    1007096
      1188 ||     300812 ||    SILVIA ||        CERVANTES ||            PARDO ||        MUJER ||          AnlSist ||   26 ||    1015893
      1387 ||     300826 ||  VICTORIA ||         SANDOVAL ||         GUERRERO ||        MUJER ||          Abogado ||   20 ||    1012599
       691 ||     300838 ||   RICARDO ||           GUZMAN ||            GARZA ||       HOMBRE ||          Traduct ||   45 ||    1031688
       235 ||     300848 ||    RAQUEL ||          SALAZAR ||          JIMENEZ ||        MUJER ||           IngRed ||   41 ||    1032560
      1190 ||     300872 || FRANCISCO ||           VALDES ||          AGUILAR ||       HOMBRE ||           MedGen ||   22 ||    1031232
      2853 ||     300881 || GUILLERMO ||             SOTO ||         VALENCIA ||       HOMBRE ||          RepVInt ||   38 ||    1018940
      1763 ||     300886 ||  PATRICIA ||         GONZALES ||          RAMIREZ ||        MUJER ||           EspSeg ||   30 ||    1019532
      1699 ||     300896 ||    MANUEL ||             CRUZ ||           VALDES ||       HOMBRE ||           AsServ ||   41 ||    1031332
      1350 ||     300921 ||    GLORIA ||           ROLDAN ||            TOVAR ||        MUJER ||         ProfPrim ||   23 ||    1023905
       617 ||     300931 ||  GABRIELA ||           MORENO ||          CABRERA ||        MUJER ||           EdCont ||   31 ||    1001460
      1102 ||     300935 ||      JOSE ||           SOLANO ||          MIRANDA ||       HOMBRE ||          EspRRHH ||   35 ||    1014614
      3020 ||     300940 ||     PAULA ||          BARRIOS ||          MENDOZA ||        MUJER ||           TecSup ||   46 ||    1018493
      1004 ||     300952 ||     MARTA ||            LOPEZ ||         ESPINOZA ||        MUJER ||          DisGraf ||   39 ||    1021788
      2632 ||     300956 ||   ANTONIO ||          ESCOBAR ||           OSORIO ||       HOMBRE ||           EspLog ||   18 ||    1008406
      2368 ||     300967 ||     OSCAR ||             PENA ||         QUINTERO ||       HOMBRE ||          ConsFin ||   20 ||    1005241
      1062 ||     300995 ||    DANIEL ||        CASTANEDA ||         MENENDEZ ||       HOMBRE ||          Contado ||   25 ||    1018429
       473 ||     300999 ||     JULIA ||           MACIEL ||          RAMIREZ ||        MUJER ||           MedGen ||   28 ||    1026342
      3329 ||     301003 ||     MARiA ||            NUNEZ ||         CASILLAS ||        MUJER ||           TecSup ||   49 ||    1013119
      1649 ||     301004 ||   BEATRIZ ||             SOTO ||             LARA ||        MUJER ||          InvCien ||   28 ||    1030823
       134 ||     301005 ||     JULIA ||          VASQUEZ ||           ZAMORA ||        MUJER ||          IngElec ||   23 ||    1005397
      1787 ||     301031 ||   BEATRIZ ||        CERVANTES ||         VALENCIA ||        MUJER ||         ProfPrim ||   41 ||    1001502
      2095 ||     301034 ||   EDUARDO ||             RIOS ||            LOPEZ ||       HOMBRE ||          AnMktDg ||   33 ||    1007079
      1030 ||     301044 ||   ENRIQUE ||        CASTANEDA ||            ROJAS ||       HOMBRE ||           TecSup ||   28 ||    1000657
      1276 ||     301047 ||  SALVADOR ||          MERCADO ||            NUNEZ ||       HOMBRE ||           AsServ ||   28 ||    1010905
      1532 ||     301078 ||    ARTURO ||           ROMERO ||           MACIAS ||       HOMBRE ||          EspERen ||   47 ||    1031417
      2220 ||     301102 ||     PILAR ||           MACIEL ||         BAUTISTA ||        MUJER ||          AnlVent ||   33 ||    1032098
       559 ||     301104 ||    EMILIO ||          BARRIOS ||           ROMERO ||       HOMBRE ||         ProfPrim ||   44 ||    1030253
      1683 ||     301116 ||    CARMEN ||          CABRERA ||             LARA ||        MUJER ||          ConsFin ||   33 ||    1031154
      2221 ||     301122 ||   LOURDES ||             CRUZ ||           VALDES ||        MUJER ||          TrabSoc ||   27 ||    1020423
      2092 ||     301123 ||     JULIA ||            NUNEZ ||            RUBIO ||        MUJER ||          EspRRHH ||   39 ||    1031899
      1366 ||     301140 ||    SUSANA ||         CASTILLO ||           GUZMAN ||        MUJER ||          InvCien ||   34 ||    1020252
      2956 ||     301145 ||      JOSE ||            ORTIZ ||          ALVAREZ ||       HOMBRE ||          ChefEje ||   38 ||    1030655
       634 ||     301160 ||     SONIA ||            REYES ||          CABRERA ||        MUJER ||          Contado ||   19 ||    1011095
      1833 ||     301164 ||   NATALIA ||           GUZMAN ||          AGUILAR ||        MUJER ||          DevSoft ||   42 ||    1027748
      2373 ||     301174 ||   BEATRIZ ||        CERVANTES ||         ESPINOSA ||        MUJER ||           TecSup ||   46 ||    1024329
      3007 ||     301178 ||    SUSANA ||          RAMIREZ ||          JIMENEZ ||        MUJER ||          EspRRHH ||   49 ||    1012407
      1569 ||     301195 ||     JULIA ||         MENENDEZ ||       VALENZUELA ||        MUJER ||          DisGraf ||   47 ||    1030951
       410 ||     301196 ||   ALBERTO ||             SOSA ||         ESTRELLA ||       HOMBRE ||          Contado ||   20 ||    1004311
      1373 ||     301204 ||      JUAN ||            DURAN ||           SOLANO ||       HOMBRE ||           EdCont ||   36 ||    1011915
      1723 ||     301207 ||  VICTORIA ||           ROLDAN ||           MENDEZ ||        MUJER ||          DisGraf ||   30 ||    1001471
      1474 ||     301211 ||      LUIS ||             SOTO ||             PENA ||       HOMBRE ||          ConsFin ||   38 ||    1018606
      1109 ||     301214 ||    AURORA ||            OCHOA ||          PACHECO ||        MUJER ||          AnlVent ||   47 ||    1030835
       326 ||     301217 ||    CARLOS ||       VILLANUEVA ||       VILLANUEVA ||       HOMBRE ||           EspLog ||   38 ||    1000694
      3247 ||     301227 ||  GABRIELA ||         QUINTERO ||          RAMIREZ ||        MUJER ||           IngRed ||   34 ||    1032553
      2486 ||     301236 ||     PILAR ||          ROSALES ||           SUAREZ ||        MUJER ||          ConsFin ||   35 ||    1021408
      1053 ||     301238 ||   LOURDES ||           RIVERA ||            ROJAS ||        MUJER ||           Enferm ||   19 ||    1004235
      3041 ||     301239 ||     ELENA ||          ALVAREZ ||        CERVANTES ||        MUJER ||          Abogado ||   26 ||    1005103
      1211 ||     301250 ||    GLORIA ||            SILVA ||         IGLESIAS ||        MUJER ||          AnMktDg ||   45 ||    1001689
      1996 ||     301252 ||  MERCEDES ||             SOTO ||           VALDES ||        MUJER ||           AsServ ||   37 ||    1016734
      2556 ||     301259 ||     MARIO ||            REYES ||           MEDINA ||       HOMBRE ||          Contado ||   22 ||    1005224
       924 ||     301270 ||      JUAN ||            TOVAR ||            ARIAS ||       HOMBRE ||           AsServ ||   37 ||    1030751
      2262 ||     301275 ||  PATRICIA ||        FERNANDEZ ||           MACIEL ||        MUJER ||           EspSeg ||   34 ||    1004735
      1773 ||     301291 ||    SUSANA ||        CONTRERAS ||        FERNANDEZ ||        MUJER ||         IngCivil ||   18 ||    1032729
      1437 ||     301300 ||    MANUEL ||             PENA ||        HERNANDEZ ||       HOMBRE ||          AnMktDg ||   29 ||    1021418
      2505 ||     301315 ||     MARIO ||            PARDO ||             SOTO ||       HOMBRE ||           IngRed ||   25 ||    1025523
      2614 ||     301327 ||    ARTURO ||            OCHOA ||         ESPINOSA ||       HOMBRE ||            DisUX ||   42 ||    1017378
      1281 ||     301330 ||    RAQUEL ||       VILLANUEVA ||           MACIEL ||        MUJER ||          DisGraf ||   27 ||    1009056
       527 ||     301339 ||     MARiA ||           RIVERA ||            URIBE ||        MUJER ||          DevSoft ||   29 ||    1030549
       273 ||     301346 || ALEJANDRO ||          AGUILAR ||            SOLIS ||       HOMBRE ||          AnMktDg ||   39 ||    1014243
       843 ||     301370 ||     MARiA ||          CALZADA ||          ROSALES ||        MUJER ||          AnMktDg ||   37 ||    1006197
       153 ||     301399 ||     LAURA ||           MORENO ||            ORTIZ ||        MUJER ||          TrabSoc ||   50 ||    1014618
      1693 ||     301407 ||      LUIS ||            URIBE ||          MUNGUIA ||       HOMBRE ||            DisUX ||   28 ||    1002088
      3010 ||     301408 ||   EDUARDO ||             MORA ||         MENENDEZ ||       HOMBRE ||          IngElec ||   35 ||    1022550
      2727 ||     301411 ||    MIGUEL ||         GUERRERO ||            REYES ||       HOMBRE ||          Abogado ||   27 ||    1031793
       625 ||     301424 ||     JORGE ||            URIBE ||        HERNANDEZ ||       HOMBRE ||          InvCien ||   26 ||    1010179
      1954 ||     301432 ||   BEATRIZ ||         CASTILLO ||           MEDINA ||        MUJER ||            DisUX ||   30 ||    1011282
       960 ||     301442 ||    SUSANA ||           TORRES ||             LEON ||        MUJER ||         AsistAdm ||   38 ||    1017224
      1229 ||     301446 ||     MARIO ||          SERRANO ||          MERCADO ||       HOMBRE ||          DisGraf ||   19 ||    1001827
       122 ||     301459 ||    DANIEL ||          VASQUEZ ||            ARIAS ||       HOMBRE ||            DisUX ||   29 ||    1023982
      2035 ||     301461 ||   ROBERTO ||             RIOS ||        CERVANTES ||       HOMBRE ||          EspRRHH ||   44 ||    1030205
      3177 ||     301474 ||   LOURDES ||             RIOS ||         VALENCIA ||        MUJER ||          EspRRHH ||   28 ||    1009443
      2315 ||     301479 ||   LOURDES ||          RAMIREZ ||            DURAN ||        MUJER ||          AnlSist ||   26 ||    1017353
        16 ||     301488 ||      JOSE ||         ESPINOSA ||        CASTANEDA ||       HOMBRE ||            DisUX ||   38 ||    1021234
       660 ||     301494 ||   BEATRIZ ||            OCHOA ||          VASQUEZ ||        MUJER ||          GteProj ||   29 ||    1029653
      2254 ||     301499 ||    JAVIER ||            LOPEZ ||         SANDOVAL ||       HOMBRE ||            DisUX ||   20 ||    1030104
       734 ||     301512 ||     PAULA ||            PARDO ||             LARA ||        MUJER ||           TecSup ||   48 ||    1032326
       621 ||     301525 ||    CARLOS ||          BARRIOS ||         ESPINOSA ||       HOMBRE ||          EspERen ||   32 ||    1009208
        53 ||     301533 ||   ERNESTO ||           RIVERA ||             LARA ||       HOMBRE ||           IngRed ||   38 ||    1001757
      1305 ||     301534 ||   ALBERTO ||        HERNANDEZ ||         CASTILLO ||       HOMBRE ||           IngRed ||   24 ||    1013474
      1357 ||     301570 ||     JORGE ||         BAUTISTA ||             SOTO ||       HOMBRE ||          GteProj ||   34 ||    1019161
      3239 ||     301583 ||     SOFIA ||             CRUZ ||          RAMIREZ ||        MUJER ||          Traduct ||   21 ||    1010357
      2581 ||     301614 ||   ROBERTO ||            SILVA ||         ALVARADO ||       HOMBRE ||          DisGraf ||   46 ||    1003140
       612 ||     301616 ||     SOFIA ||          MIRANDA ||          DELGADO ||        MUJER ||         ProfPrim ||   19 ||    1020533
      3113 ||     301619 ||     LAURA ||         ESTRELLA ||          VASQUEZ ||        MUJER ||          IngElec ||   27 ||    1019434
       252 ||     301636 ||     PAULA ||          CAMACHO ||             DIAZ ||        MUJER ||           EspSeg ||   23 ||    1015975
      2959 ||     301643 || ALEJANDRA ||            NUNEZ ||           SUAREZ ||        MUJER ||          AnMktDg ||   46 ||    1007029
      1310 ||     301651 ||   NATALIA ||         SANDOVAL ||          SERRANO ||        MUJER ||          Traduct ||   29 ||    1024327
      1862 ||     301655 ||   NATALIA ||         GUERRERO ||            SILVA ||        MUJER ||          EspRRHH ||   41 ||    1002836
       881 ||     301672 ||   RICARDO ||         IGLESIAS ||             LEON ||       HOMBRE ||         ProfPrim ||   45 ||    1014565
      2268 ||     301705 ||  SALVADOR ||           GUZMAN ||            ARIAS ||       HOMBRE ||           Enferm ||   30 ||    1004273
      1098 ||     301709 ||     PAULA ||         SANDOVAL ||        HERNANDEZ ||        MUJER ||          RepVInt ||   47 ||    1022629
      1528 ||     301710 ||     CLARA ||            ROMAN ||           MENDEZ ||        MUJER ||           Enferm ||   39 ||    1009351
      2090 ||     301711 ||  PATRICIA ||            ARIAS ||           RIVERA ||        MUJER ||           Enferm ||   48 ||    1025896
      1344 ||     301717 ||      LUIS ||           VALDES ||           MACIAS ||       HOMBRE ||          AnlSist ||   36 ||    1031442
       350 ||     301733 ||    ISRAEL ||             SOTO ||            OCHOA ||       HOMBRE ||          ConsFin ||   49 ||    1002034
      2056 ||     301752 ||  CONSUELO ||         VALENCIA ||         IGLESIAS ||        MUJER ||          AnlSist ||   45 ||    1017167
       684 ||     301761 ||   ANTONIA ||           OSORIO ||             LEAL ||        MUJER ||           TecSup ||   33 ||    1025516
        39 ||     301773 ||     MARiA ||          HIDALGO ||        FERNANDEZ ||        MUJER ||          InvCien ||   35 ||    1031284
      1976 ||     301784 ||    SILVIA ||        CASTANEDA ||             SOTO ||        MUJER ||           TecSup ||   18 ||    1017135
       669 ||     301785 ||  MERCEDES ||           MENDEZ ||            URIBE ||        MUJER ||           IngRed ||   20 ||    1000524
      2543 ||     301803 ||  PATRICIA ||           FLORES ||           MORENO ||        MUJER ||          Traduct ||   38 ||    1011448
       103 ||     301807 ||   ALBERTO ||          ROSALES ||        CERVANTES ||       HOMBRE ||            PsOrg ||   28 ||    1010145
      1051 ||     301825 ||   LOURDES ||             CRUZ ||            SOLIS ||        MUJER ||          EspERen ||   18 ||    1014659
      3280 ||     301832 ||     MARiA ||           ROLDAN ||           FLORES ||        MUJER ||         IngCivil ||   46 ||    1003704
      2852 ||     301852 ||     SOFIA ||         ESPINOZA ||            GOMEZ ||        MUJER ||          Abogado ||   30 ||    1021631
      2875 ||     301863 ||  MERCEDES ||            TOVAR ||         ESTRELLA ||        MUJER ||          DevSoft ||   26 ||    1013234
      2193 ||     301866 ||     MARIO ||           ROLDAN ||           MOLINA ||       HOMBRE ||        Arquitect ||   18 ||    1015638
      1362 ||     301867 ||     ELENA ||       VALENZUELA ||         VALENCIA ||        MUJER ||          Traduct ||   44 ||    1026776
       709 ||     301887 ||    DANIEL ||            LOPEZ ||         VALENCIA ||       HOMBRE ||           MedGen ||   40 ||    1002620
       913 ||     301889 ||    MIGUEL ||           VARELA ||             CRUZ ||       HOMBRE ||          DevSoft ||   28 ||    1019625
       220 ||     301897 ||    ISRAEL ||           ROLDAN ||          SERRANO ||       HOMBRE ||          ChefEje ||   43 ||    1008658
      1434 ||     301899 ||    DANIEL ||          HIDALGO ||         VALENCIA ||       HOMBRE ||           AsServ ||   49 ||    1008011
      1336 ||     301901 ||     PEDRO ||          CORDERO ||          MERCADO ||       HOMBRE ||          Contado ||   23 ||    1017916
      1220 ||     301915 ||     MARTA ||           ZAMORA ||             SOSA ||        MUJER ||          GteProj ||   35 ||    1003148
      2631 ||     301922 ||    ISABEL ||           VALDES ||            ROMAN ||        MUJER ||           TecSup ||   19 ||    1027103
       518 ||     301933 ||    HECTOR ||         IGLESIAS ||           MORENO ||       HOMBRE ||         ProfPrim ||   22 ||    1009735
       524 ||     301939 ||    ARTURO ||           ROMERO ||         GUERRERO ||       HOMBRE ||          DevSoft ||   29 ||    1029385
      2517 ||     301955 ||     PAULA ||             MORA ||          JIMENEZ ||        MUJER ||           IngRed ||   34 ||    1001060
      2146 ||     301958 ||      JOSE ||           OSORIO ||          AGUILAR ||       HOMBRE ||          GteProj ||   24 ||    1008561
        33 ||     301962 ||     JORGE ||         CASILLAS ||            GARZA ||       HOMBRE ||         ProfPrim ||   44 ||    1019758
      1559 ||     301966 ||    EMILIO ||           OSORIO ||         CASTILLO ||       HOMBRE ||           EdCont ||   25 ||    1011595
      2790 ||     302022 ||  GABRIELA ||             LARA ||             VEGA ||        MUJER ||          AnlSist ||   46 ||    1023259
      3071 ||     302035 ||      RAUL ||            PARDO ||        MALDONADO ||       HOMBRE ||         AnlDatos ||   50 ||    1018469
       893 ||     302036 ||    EMILIO ||         VALENCIA ||           FLORES ||       HOMBRE ||           EdCont ||   38 ||    1011367
      1155 ||     302042 ||    JAVIER ||           SUAREZ ||          DELGADO ||       HOMBRE ||          TrabSoc ||   26 ||    1012371
       470 ||     302080 ||    GLORIA ||             RIOS ||           MENDEZ ||        MUJER ||          IngElec ||   23 ||    1019188
      2970 ||     302084 ||     CLARA ||           MOLINA ||           VALDES ||        MUJER ||          ChefEje ||   31 ||    1024276
      2621 ||     302087 ||   ANTONIA ||             LEON ||          PAREDES ||        MUJER ||          Traduct ||   29 ||    1029477
      1136 ||     302094 ||   EDUARDO ||         MENENDEZ ||          BARRIOS ||       HOMBRE ||           EspLog ||   27 ||    1019128
       722 ||     302101 ||   ENRIQUE ||             LARA ||       VILLANUEVA ||       HOMBRE ||          TrabSoc ||   42 ||    1025493
      1142 ||     302159 ||  SALVADOR ||        FERNANDEZ ||             SOTO ||       HOMBRE ||         IngCivil ||   24 ||    1003514
      1519 ||     302209 ||    CARMEN ||             PENA ||        MALDONADO ||        MUJER ||           MedGen ||   23 ||    1000489
       714 ||     302215 ||   ROBERTO ||           VALDES ||          PAREDES ||       HOMBRE ||           EspSeg ||   46 ||    1005556
      3091 ||     302232 ||    CARMEN ||         BAUTISTA ||         GUERRERO ||        MUJER ||          InvCien ||   19 ||    1024370
       250 ||     302234 ||      JOSE ||         CASILLAS ||             CRUZ ||       HOMBRE ||          TrabSoc ||   38 ||    1010420
      1813 ||     302251 || GUILLERMO ||          SERRANO ||             LARA ||       HOMBRE ||          Traduct ||   44 ||    1001326
      2052 ||     302255 ||    GLORIA ||            ROJAS ||          DELGADO ||        MUJER ||        Arquitect ||   35 ||    1004598
      1615 ||     302285 ||   ADRIANA ||           MACIAS ||        CERVANTES ||        MUJER ||          DevSoft ||   46 ||    1030323
       822 ||     302291 ||    ARTURO ||            ROJAS ||         VALENCIA ||       HOMBRE ||          AnlSist ||   23 ||    1004250
      2274 ||     302294 ||    RAQUEL ||       VALENZUELA ||          BARRIOS ||        MUJER ||          DisGraf ||   38 ||    1021504
      3000 ||     302298 ||     MARIO ||           MENDEZ ||        CERVANTES ||       HOMBRE ||         ProfPrim ||   19 ||    1007413
      1029 ||     302307 ||     CLARA ||         MENENDEZ ||         GUERRERO ||        MUJER ||         AnlDatos ||   35 ||    1001345
      1659 ||     302334 ||     MARTA ||            ROMAN ||            ARIAS ||        MUJER ||          Contado ||   19 ||    1010320
      1326 ||     302344 ||     SONIA ||           MOLINA ||       VALENZUELA ||        MUJER ||          EspERen ||   26 ||    1006484
      2317 ||     302346 ||  GABRIELA ||        CERVANTES ||            ORTIZ ||        MUJER ||           EdCont ||   40 ||    1006619
